word1,word2,frequency
criteria,were,170
reduced,by,170
be,assessed,170
education,and,170
patients,enrolled,170
the,arm,170
masked,to,170
during,and,170
the,post,170
women,aged,169
all,subjects,169
comparing,the,169
can,improve,169
of,disease,169
and,vomiting,169
as,to,169
half,of,169
complications,were,169
volume,and,169
evidence,for,168
lung,function,168
week,of,168
was,detected,168
all,of,168
given,the,168
option,for,168
detection,of,168
day,the,168
respectively,there,168
the,children,168
at,three,168
week,the,167
measure,of,167
medication,group,167
of,serum,167
was,carried,167
across,the,167
effective,treatment,167
and,safe,167
within,hours,167
the,degree,167
performed,by,166
and,baseline,166
during,follow,166
in,prospective,166
cognitive,function,166
and,six,166
for,children,166
diet,and,166
year,and,166
alcohol,use,166
median,age,166
postoperative,complications,166
artery,bypass,166
or,standard,166
real,time,166
during,treatment,165
form,of,165
the,only,165
treatment,is,165
in,significant,165
year,of,165
parkinson,disease,165
study,investigated,165
patients,patients,165
exercise,program,165
performed,with,165
size,and,165
first,and,164
induced,by,164
that,may,164
appear,to,164
suggested,that,164
of,insulin,164
randomized,and,164
substance,use,164
improved,significantly,164
outcomes,for,164
questionnaire,and,164
group,will,163
secondary,analysis,163
zealand,clinical,163
one,month,163
in,low,163
glycemic,control,163
of,alcohol,163
for,baseline,163
the,ability,163
evaluate,whether,163
the,third,163
randomised,trial,163
trials,of,163
variables,were,162
with,early,162
for,min,162
with,less,162
of,cognitive,162
the,disease,162
patients,years,162
ranged,from,162
care,the,162
response,was,162
of,moderate,162
training,program,162
and,are,162
had,the,161
probability,of,161
start,of,161
but,it,161
intake,of,161
and,can,161
both,and,161
but,did,161
of,non,161
this,phase,161
assess,whether,161
knowledge,and,161
follow,in,160
period,and,160
waist,circumference,160
performed,on,160
subjects,received,160
bmi,and,160
feasibility,and,160
aimed,at,160
pulmonary,disease,160
response,rates,160
inclusion,criteria,160
the,entire,160
disease,free,159
geometric,mean,159
it,has,159
in,acute,159
and,did,159
be,associated,159
week,in,159
min,after,159
to,describe,159
cognitive,behavioral,159
patient,in,159
previous,studies,159
reduces,the,159
on,their,159
focused,on,159
survival,in,159
to,usual,159
diastolic,blood,159
week,treatment,158
induction,of,158
outcomes,include,158
glomerular,filtration,158
comparable,to,158
months,to,158
the,randomized,158
is,unclear,158
by,in,158
at,any,158
home,based,158
level,was,158
composite,of,157
and,followed,157
acute,coronary,157
and,who,157
progression,of,157
controlling,for,157
research,is,157
measured,with,157
results,from,157
randomised,double,157
with,at,157
chronic,obstructive,157
in,hiv,157
and,cognitive,156
the,oral,156
participants,and,156
used,the,156
the,beginning,156
of,any,156
was,better,156
odds,of,156
further,research,156
frequency,and,155
and,cardiovascular,155
http,unique,155
trial,rct,155
group,receiving,155
the,usual,155
groups,but,155
test,was,155
which,may,155
in,obese,155
satisfaction,and,155
between,baseline,155
stroke,and,155
per,cent,155
better,in,155
exposed,to,155
months,were,155
we,also,155
adverse,reactions,155
been,reported,155
are,the,154
treated,by,154
plasma,concentration,154
or,death,154
life,in,154
in,patient,154
likelihood,of,154
cost,of,154
bone,mineral,154
outcomes,are,154
of,symptoms,154
and,mental,154
randomized,in,154
with,other,154
this,paper,154
to,high,154
to,demonstrate,154
day,mortality,154
were,studied,154
an,improvement,154
with,two,154
or,not,153
measures,included,153
of,healthy,153
term,follow,153
the,protocol,153
was,increased,153
time,the,153
in,young,153
vas,scores,153
interventions,to,153
adolescents,with,153
arterial,pressure,153
evaluated,using,153
overweight,and,153
inflammation,and,153
stroke,patients,153
not,have,153
of,weight,153
were,asked,153
leads,to,153
data,suggest,153
clinical,study,152
on,postoperative,152
aspects,of,152
or,or,152
of,one,152
of,acupuncture,152
two,hundred,152
information,on,152
if,they,152
age,related,152
patients,after,152
were,less,152
of,surgical,152
the,composite,152
the,rates,151
we,tested,151
on,average,151
month,and,151
including,the,151
with,different,151
linear,mixed,151
not,reduce,151
after,randomization,151
can,reduce,151
performance,in,151
groups,had,151
disease,in,151
method,for,151
and,per,151
with,clinical,151
of,were,151
in,plasma,151
in,treating,151
failed,to,151
small,cell,150
two,weeks,150
alcohol,consumption,150
and,this,150
was,noted,150
parameters,and,150
cell,lung,150
children,who,150
to,maintain,150
and,weight,150
factors,and,150
necrosis,factor,150
tended,to,150
effective,as,150
health,status,150
events,aes,150
in,people,150
preterm,infants,150
be,performed,150
function,was,150
controlled,double,150
for,women,150
was,days,150
were,available,150
on,an,149
comparison,to,149
groups,to,149
in,study,149
randomized,open,149
and,reduce,149
treatment,at,149
for,depression,149
rather,than,149
more,patients,149
we,report,149
evaluated,at,149
that,are,149
each,patient,149
maintenance,of,149
informed,consent,149
response,in,149
during,pregnancy,149
multivariate,analysis,149
for,clinical,149
in,body,149
for,improving,148
obstructive,pulmonary,148
death,and,148
for,hours,148
assessment,and,148
symptom,score,148
the,self,148
on,treatment,148
over,years,148
cycles,of,148
activity,of,148
with,conventional,148
in,infants,148
filtration,rate,148
study,examined,148
rheumatoid,arthritis,148
groups,showed,148
in,in,148
to,date,148
conducted,randomized,147
symptom,severity,147
analysis,and,147
risk,and,147
to,analyze,147
we,have,147
training,on,147
the,context,147
more,common,147
population,of,147
after,intervention,147
significant,reductions,147
interaction,between,147
risk,in,147
before,surgery,147
the,scores,147
total,knee,147
to,enhance,147
context,of,147
resistance,training,147
infants,with,147
suggesting,that,147
each,time,146
function,of,146
show,that,146
to,decrease,146
subgroup,of,146
control,the,146
eight,patients,146
radiation,therapy,146
recovery,of,146
two,different,146
received,placebo,146
intake,and,146
major,adverse,146
critically,ill,146
the,increase,146
social,support,145
or,usual,145
physical,therapy,145
after,adjustment,145
than,did,145
factor,for,145
respectively,for,145
participants,had,145
few,studies,145
outcomes,the,145
of,self,145
and,not,144
the,left,144
for,group,144
the,plasma,144
intervention,with,144
is,feasible,144
the,extent,144
data,and,144
to,day,144
significant,between,144
subset,of,144
the,drug,144
relation,to,144
who,completed,144
of,cases,144
of,hiv,144
fasting,plasma,144
for,years,143
groups,patients,143
high,density,143
department,of,143
sensitivity,and,143
change,of,143
mean,arterial,143
studies,of,143
in,arm,143
signs,of,143
the,target,143
median,time,143
groups,all,143
identifier,to,143
performed,using,143
measurement,of,143
at,rest,143
the,pre,142
improvement,was,142
for,placebo,142
for,treating,142
to,conventional,142
higher,for,142
despite,the,142
non,inferior,142
physical,and,142
cluster,randomised,142
of,day,142
delivery,of,142
has,the,142
vitamin,supplementation,142
the,benefits,142
week,follow,142
could,not,142
and,participants,141
blind,study,141
months,follow,141
after,each,141
collected,from,141
decrease,the,141
oral,administration,141
events,occurred,141
positive,and,141
participation,in,141
the,single,141
this,double,141
nitric,oxide,141
follow,and,141
in,chronic,141
hospitals,in,141
and,it,141
between,patients,141
and,children,140
median,of,140
the,hospital,140
treatment,failure,140
treated,for,140
had,similar,140
to,face,140
therapy,is,140
characteristics,and,140
major,bleeding,140
to,groups,140
surgery,for,140
urinary,tract,140
and,between,139
and,standard,139
to,this,139
were,monitored,139
to,year,139
and,older,139
recurrence,of,139
is,still,139
data,for,139
the,intensive,139
into,an,139
failure,and,139
the,area,139
not,receive,139
the,medical,139
the,women,139
significant,change,139
status,of,139
achieved,in,139
survival,pfs,139
of,control,139
in,type,138
weeks,or,138
the,positive,138
single,blinded,138
endothelial,function,138
observed,with,138
than,placebo,138
in,blood,138
to,days,138
and,heart,138
shown,that,138
we,studied,138
investigated,whether,138
the,application,138
outcome,and,138
randomized,patients,138
patients,respectively,138
undergoing,elective,138
will,also,138
goal,of,138
statistically,significantly,137
medical,students,137
primary,objective,137
describe,the,137
were,prospectively,137
to,intervention,137
to,three,137
patients,for,137
was,reported,137
of,using,137
of,normal,137
the,serum,137
more,frequent,137
and,plasma,137
the,success,137
the,sample,137
profile,of,137
is,recommended,136
at,one,136
of,data,136
non,small,136
was,confidence,136
exercise,group,136
placebo,at,136
delivered,by,136
placebo,was,136
chronic,kidney,136
of,local,136
confidence,intervals,136
of,per,136
and,completed,136
feasible,and,136
may,not,136
but,was,136
here,we,136
energy,intake,136
that,received,135
more,in,135
crossover,design,135
was,developed,135
and,changes,135
postoperative,day,135
of,heart,135
dose,group,135
can,not,135
risk,patients,135
endpoints,included,135
this,analysis,135
study,population,135
baseline,at,135
patients,we,135
improved,the,135
intervention,is,135
events,was,135
eyes,with,135
not,show,135
at,of,135
spinal,anesthesia,135
treatment,response,135
was,comparable,135
were,tested,134
twice,day,134
consumption,and,134
from,this,134
future,studies,134
total,effective,134
cancer,screening,134
the,acute,134
loss,in,134
widely,used,134
randomized,single,134
trial,conducted,134
cox,proportional,134
with,positive,134
brain,injury,134
and,drug,134
return,to,134
performance,and,134
both,treatment,134
to,support,134
the,functional,133
and,whether,133
different,from,133
be,randomly,133
assessments,were,133
were,considered,133
quality,and,133
greater,improvement,133
in,relation,133
cases,were,133
each,treatment,133
aes,were,133
eluting,stents,133
with,group,133
phase,of,133
to,address,133
of,post,133
higher,risk,133
to,each,133
in,general,133
and,satisfaction,133
intervention,arm,133
primary,and,133
by,patients,132
considered,as,132
of,training,132
subjects,who,132
numbers,of,132
to,after,132
data,are,132
less,likely,132
lifestyle,intervention,132
with,improved,132
measurements,were,132
newly,diagnosed,132
as,effective,132
in,weight,132
in,large,132
measured,before,132
that,patients,132
and,greater,132
analyzed,by,132
the,individual,132
term,effects,132
aerobic,exercise,132
received,either,132
patients,this,132
antiretroviral,therapy,132
to,report,132
extent,of,132
factors,associated,132
the,new,132
an,oral,131
seven,patients,131
and,new,131
at,both,131
are,at,131
controlled,parallel,131
was,treated,131
the,start,131
cognitive,impairment,131
especially,in,131
standard,therapy,131
the,model,131
dose,was,131
of,long,131
of,its,131
of,with,131
university,of,131
and,chronic,131
incidence,and,131
met,the,131
of,evidence,130
the,type,130
low,risk,130
long,acting,130
also,significantly,130
to,predict,130
the,previous,130
acupuncture,and,130
costs,and,130
diabetic,patients,130
group,that,130
decreased,from,130
be,randomized,130
research,and,130
independently,associated,130
month,after,130
tests,were,130
without,any,130
at,six,130
affect,the,130
reduction,was,130
study,has,130
the,four,130
of,severe,130
after,an,130
high,sensitivity,130
complications,in,130
the,international,130
pregnancy,and,130
twenty,four,130
treatment,or,130
therapy,of,129
operative,time,129
face,to,129
treatment,option,129
serum,creatinine,129
after,single,129
of,more,129
disability,index,129
trial,that,129
number,between,129
alone,and,129
in,single,129
model,of,129
days,to,129
group,on,129
insulin,and,129
the,recovery,129
group,participants,129
significant,the,128
and,compare,128
min,in,128
information,about,128
commonly,used,128
and,visual,128
to,our,128
pain,at,128
use,was,128
we,observed,128
at,dose,128
surgery,was,128
reduction,and,128
the,in,128
time,for,128
cohort,study,128
group,while,128
program,for,128
in,humans,128
the,vaccine,128
treat,population,128
months,was,128
tumor,necrosis,128
the,administration,127
surgery,patients,127
and,risk,127
with,hiv,127
protein,crp,127
with,oral,127
increasing,the,127
and,both,127
the,design,127
study,showed,127
urinary,incontinence,127
predictive,of,127
times,per,127
to,hours,127
and,has,127
all,three,127
ability,of,127
cardiac,arrest,127
received,of,127
group,however,127
for,these,127
be,recruited,127
similar,for,127
case,of,126
increased,from,126
scores,on,126
and,outcomes,126
with,active,126
weeks,with,126
as,follows,126
centers,in,126
was,analyzed,126
potential,for,126
of,complications,126
more,frequently,126
intervention,period,126
the,population,126
chi,square,126
self,care,126
nine,patients,126
the,netherlands,126
therapy,on,126
in,heart,126
mineral,density,126
to,reach,126
after,adjusting,126
of,sleep,126
sites,in,126
after,days,126
elevation,myocardial,126
baseline,was,125
only,group,125
university,hospital,125
in,cases,125
ultrasound,guided,125
at,or,125
fatigue,and,125
characterized,by,125
after,week,125
were,masked,125
comparable,between,125
and,psychological,125
than,years,125
infants,were,125
decrease,of,125
effect,and,125
necessary,to,125
and,disease,125
defined,by,125
received,an,125
may,reduce,124
exercise,capacity,124
young,adults,124
after,stroke,124
the,surgery,124
were,then,124
of,grade,124
the,ratio,124
and,complications,124
scale,score,124
body,fat,124
